moneyness,5,12,19,33,61,152,250
-0.5807370474999769,,,,,117.51,,
-0.5760277017846689,,,,,,90.92,
-0.5726174276355829,,,,,121.89,,
-0.5721050122763072,,,,,,88.23851063829787,
-0.5525291611152315,,,,,112.0,,
-0.5520907285020347,,,,,114.1,,
-0.5520685335143722,,,,,114.1,,
-0.551090401414963,,,,,113.82,,
-0.5510842297853931,,,,,113.82,,
-0.5507613051619491,,,,,113.68,,
-0.5493113900560629,,,,,113.19,,
-0.5486860558658966,,,,,112.99,,
-0.5460660666794903,,,,,112.53625,,
-0.5457240137100492,,,,,112.43,,
-0.545552664765562,,,,,112.38,,
-0.5455329152046792,,,,,112.37,,
-0.5454608728458041,,,,,112.36,,
-0.5454469265251889,,,,,112.33999999999999,,
-0.4999974999875,,,,,107.39,,
-0.4951190635468391,,,,,106.03000000000002,,
-0.45004451889619534,,,,,97.95,,
-0.4499918873803388,,,,,97.92999999999999,,
-0.44908483349828654,,,,,97.71,,
-0.4490153215064472,,,,,97.69,,
-0.44897630818534673,,,,,97.68,,
-0.4489473102704925,,,,,97.67,,
-0.4483298876937569,,,,,97.52,,
-0.4478595862756666,,,,,97.41,,
-0.4427364316073209,,,,,97.48000000000002,,
-0.4416001728805864,,,,,100.44,,
-0.440815805005761,,,,,97.78,,
-0.4407144760711087,,,,,,80.03,
-0.4396033961154989,,,,,,,78.28
-0.4385578797699772,,,,,,,78.16999999999999
-0.4385559884600798,,,137.69,,,,
-0.43803397309419045,,,,,97.57,,
-0.43613352245414994,,,,,,80.79000000000002,
-0.4361149220344297,,,,,,80.79,
-0.43360265527075215,,,139.43,,,,
-0.43356030571883186,,,,,,81.47,
-0.43352324466555914,,,132.65,,,,
-0.43320457630625087,,,,,,,76.87
-0.43316762933697617,,,132.54,,,,
-0.4324165631063388,,,,,,,78.6
-0.43217629790302703,,,,,,,77.0
-0.4307804881797299,,,,,100.01,,
-0.4294757909462372,,,,,101.56,,
-0.3893034839681061,,,,,92.75,,
-0.38610350406539007,,,,,92.03,,
-0.38605313654289874,,,,,93.87,,
-0.3859088409587639,,,,,91.98,,
-0.3858083766803725,,,,,91.88,,
-0.3855251511538301,,,,,91.87,,
-0.38541632038135465,,,,,91.85,,
-0.3849782044662323,,,,,91.74,,
-0.3848844868985988,,,,,92.66,,
-0.384514496641967,,,,,92.58,,
-0.3844666235420253,,,,,92.56,,
-0.3840575043913901,,,,,92.46,,
-0.38386844359007544,,,,,92.43,,
-0.3838246118375135,,,,,92.46999999999998,,
-0.3835970697325428,,,,,92.39,,
-0.3835561357599926,,,,,92.34,,
-0.3834535178600904,,,,,92.35,,
-0.38344816144241745,,,,,92.31,,
-0.3834320916309595,,,,,92.31,,
-0.38334948303664507,,,,,92.32,,
-0.3831369839660479,,,,,92.28,,
-0.3830686557654899,,,,,92.25,,
-0.3830650227032072,,,,,92.25,,
-0.3784062279175281,,,,,91.14,,
-0.3783797071490289,,,,,91.14,,
-0.37808659861426386,,,,,91.05,,
-0.3731858002650855,,,,,91.57,,
-0.3731538311840583,,,,,91.56,,
-0.36559823797794233,,,,,90.01,,
-0.3140433167926311,,,,,,,74.82
-0.3132209634630805,,126.54,,,,,
-0.310827153520419,174.24,,,,,,
-0.3065268032938312,,,,,,75.71,
-0.3062079128375125,,,,,,75.64,
-0.3061746019939987,,,,,,75.63,
-0.30602957590912205,,,,,,75.6,
-0.305888728965652,,,,,,75.66,
-0.30555709876200277,,,,,,75.52,
-0.30528423045222663,,,,,,75.4725,
-0.3051492608872688,,,,,,75.47,
-0.30470304423256733,,,,,,75.38,
-0.3044653049210192,,,,,,75.97,
-0.30435769815857916,,,,,,75.97,
-0.3040065835409249,162.77,,,,,,
-0.3039290698153574,,,,,84.7,,
-0.30387731979402566,,,110.6,,,,
-0.3032539711736659,,,,,83.14,,
-0.30294722278838404,161.63,,,,,,
-0.3026985565860121,,,,,,75.35,
-0.30250537280111334,167.72,,,,,,
-0.3025022591951826,165.92,,,,,,
-0.3023743827408538,,,,,83.7,,
-0.3023486850109893,166.24,,,,,,
-0.30233272031635017,,,,,83.71,,
-0.3021553072903276,,,110.24000000000001,,,,
-0.3021015397594149,,,,,83.64,,
