Date,Q_variance_VIX,RV,Cluster,VRP
2017-08-11,0.822206980137068,1.79529782445786,1,-0.973090844320789
2017-08-25,0.759620638652995,0.859855796613824,1,-0.100235157960829
2017-09-02,0.594621873173113,0.603364812001082,1,-0.00874293882796906
2017-09-05,0.643691203806079,0.63065343215595,1,0.013037771650129
2017-10-09,0.829781358299935,1.18503664704484,1,-0.355255288744908
2017-11-21,0.984535300061972,1.09367063248882,1,-0.109135332426843
2018-03-27,1.0733393802665,0.525916230902046,1,0.547423149364451
2018-03-30,1.04538840580609,0.546737939486779,1,0.498650466319311
2018-04-08,1.01547610847578,0.717537015408735,1,0.297939093067046
2018-04-14,0.880622029020695,0.854682486782944,1,0.025939542237751
2018-04-20,0.8014594364849,0.882515083533694,1,-0.0810556470487946
2018-04-24,0.790158538260525,0.896550853976558,1,-0.106392315716033
2018-05-10,0.842368518195433,0.356827507385991,1,0.485541010809442
2018-05-22,0.708147911058031,0.302117963928898,1,0.406029947129133
2018-05-26,0.701471517994038,0.415935816771364,1,0.285535701222673
2018-05-28,0.649109960132126,0.40174375944959,1,0.247366200682536
2018-05-29,0.646797450815646,0.401755012594991,1,0.245042438220655
2018-06-01,0.630030075015474,0.377925617231074,1,0.2521044577844
2018-06-23,0.51015342009751,0.434026341723096,1,0.0761270783744138
2018-06-26,0.526999893373484,0.444145852042802,1,0.082854041330682
2018-06-30,0.521385073458579,0.454744343980145,1,0.0666407294784333
2018-07-07,0.532347903542998,0.501798234773387,1,0.0305496687696112
2018-07-19,0.488877782523231,0.30117787010061,1,0.187699912422621
2018-07-24,0.503402152727458,0.250271381112925,1,0.253130771614534
2018-07-27,0.533415944844399,0.292101647018503,1,0.241314297825896
2018-07-29,0.497264264683146,0.272880087683364,1,0.224384176999782
2018-08-02,0.563592984795456,0.308012665817182,1,0.255580318978274
2018-08-03,0.575825885084335,0.307615531803927,1,0.268210353280408
2018-08-09,0.81640780714991,0.332315349253164,1,0.484092457896746
2018-08-10,0.792613888340531,0.356286614087125,1,0.436327274253405
2018-08-11,0.779897563407047,0.356282729208224,1,0.423614834198823
2018-08-13,0.759012830511186,0.366018982068158,1,0.392993848443028
2018-08-16,0.7330514363008,0.279291182781529,1,0.453760253519271
2018-08-18,0.711232687904964,0.277332396866116,1,0.433900291038848
2018-08-19,0.68621085916848,0.279099986113249,1,0.40711087305523
2018-08-20,0.678361880158196,0.266020101676223,1,0.412341778481973
2018-08-23,0.679308631866549,0.218365918519734,1,0.460942713346814
2018-09-22,0.485973271541486,0.241365064045229,1,0.244608207496257
2018-09-23,0.476310840199038,0.243484442764634,1,0.232826397434404
2018-09-25,0.447975284860954,0.22287956004965,1,0.225095724811304
2018-10-07,0.351495820327637,0.0740496204327392,1,0.277446199894898
2018-10-08,0.357196385499802,0.073357319748074,1,0.283839065751728
2018-10-09,0.349587719046557,0.0729314452995767,1,0.27665627374698
2018-10-17,0.410634054707666,0.115064542287253,1,0.295569512420413
2018-10-21,0.334550436174801,0.0918003602283379,1,0.242750075946463
2018-10-22,0.320725515133346,0.0908483531868608,1,0.229877161946486
2018-10-23,0.303075491880694,0.0901124002739957,1,0.212963091606698
2018-10-26,0.271568238818165,0.0779986517707377,1,0.193569587047427
2018-11-12,0.214420941261876,0.0208522970203308,1,0.193568644241545
2018-11-16,0.352637905205012,0.0934711341015077,1,0.259166771103504
2019-01-06,0.855945808785338,0.35060542292726,1,0.505340385858078
2019-01-07,0.809533041040878,0.348759632850364,1,0.460773408190514
2019-01-08,0.766747144334546,0.349480831692013,1,0.417266312642533
2019-01-09,0.7240938239547,0.349079014285475,1,0.375014809669225
2019-01-11,0.678003810848286,0.372264117172153,1,0.305739693676133
2019-01-13,0.649422783566681,0.39646231336802,1,0.252960470198661
2019-01-18,0.587015667600048,0.263729914619048,1,0.323285752981
2019-01-29,0.488186044356054,0.155235968233511,1,0.332950076122543
2019-02-15,0.377333976712296,0.139867968072223,1,0.237466008640073
2019-02-19,0.377496958839373,0.114395403326077,1,0.263101555513296
2019-03-07,0.341138669934412,0.317709604171716,1,0.0234290657626961
2019-03-18,0.284528079079373,0.248906075570265,1,0.0356220035091074
2019-03-19,0.27625748018609,0.1950281715409,1,0.0812293086451898
2019-03-21,0.262666952036586,0.192419056086071,1,0.0702478959505148
2019-03-26,0.24815310453323,0.0475830073750951,1,0.200570097158134
2019-03-27,0.243293808651343,0.0502365279867977,1,0.193057280664545
2019-03-28,0.239057842157514,0.0503557842732121,1,0.188702057884301
2019-04-04,0.357096914204912,0.393961420455133,1,-0.0368645062502218
2019-04-05,0.388559994606532,0.397175716913885,1,-0.00861572230735347
2019-04-07,0.430690324202828,0.401026533921992,1,0.0296637902808358
2019-04-23,0.313811425522076,0.47419058585675,1,-0.160379160334674
2019-05-05,0.373676464616522,0.176522300092114,1,0.197154164524409
2019-05-07,0.405983229937898,0.1704403993175,1,0.235542830620398
2019-06-24,0.781964276678987,0.428002490150967,1,0.353961786528021
2019-09-05,0.704080965689683,0.406021823624107,1,0.298059142065576
2019-09-22,0.523972829439182,0.144269238110522,1,0.37970359132866
2019-10-19,0.532459818904896,0.395751737794479,1,0.136708081110417
2019-10-21,0.512405115792385,0.393544394438873,1,0.118860721353511
2019-10-22,0.506671877219708,0.391686735500669,1,0.114985141719039
2019-10-23,0.509287158992316,0.183647415305475,1,0.325639743686842
2019-10-30,0.639227430631192,0.616843736633369,1,0.0223836939978234
2019-11-05,0.540367152790847,0.591934186051663,1,-0.0515670332608155
2019-12-22,0.413141609143406,0.346688075854854,1,0.0664535332885521
2019-12-24,0.400925222843026,0.321964895355225,1,0.0789603274878004
2020-01-28,0.375488789493405,0.331651571560617,1,0.0438372179327876
2020-02-19,0.439269727476289,0.225159650826743,1,0.214110076649546
2020-03-02,0.402811261730628,0.304394710088049,1,0.0984165516425795
2020-03-06,0.382250652356695,0.296240680065426,1,0.0860099722912694
